Electoral District Number / No de circonscription,Electoral District Name,Nom de la circonscription,Political Affiliation,Appartenance politique,Candidate's Family Name / Nom de famille du candidat,Candidate's First Name / Pr_nom du candidat, Candidate's Initial(s) / Initiale(s) du candidat,Date of Receipt of Notification of Confirmation / Date de r_ception de l'avis de confirmation,Time of Receipt of Notification of Confirmation / Heure de r_ception de l'avis de confirmation
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Independent,Ind_pendant,M_nard,Ugo,,29-Aug-15,10:25:00
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,New Democratic Party,Nouveau Parti d_mocratique,Sansoucy,Brigitte,,19-Aug-15,2:45:00
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Liberal Party of Canada,Parti lib_ral du Canada,Vincelette,Ren_,,20-Aug-15,4:35:00
24067,Saint-Jean,Saint-Jean,Conservative Party of Canada,Parti conservateur du Canada,Guinta,St_phane,,10-Sep-15,9:00:00
24067,Saint-Jean,Saint-Jean,Bloc Quebecois,Bloc Qu_b_cois,Hurtubise,Denis,,28-Aug-15,9:00:00
24067,Saint-Jean,Saint-Jean,New Democratic Party,Nouveau Parti d_mocratique,Marotte,Hans,,25-Aug-15,10:00:00
24067,Saint-Jean,Saint-Jean,Green Party of Canada,Le Parti Vert du Canada,Redivo,Marilyn,,27-Sep-15,12:30:00
24067,Saint-Jean,Saint-Jean,Liberal Party of Canada,Parti lib_ral du Canada,Rioux,Jean,,02-Sep-15,8:30:00
24068,Saint-Laurent,Saint-Laurent,New Democratic Party,Nouveau Parti d_mocratique,Ackad,Alain,,03-Sep-15,3:30:00
24068,Saint-Laurent,Saint-Laurent,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Deschamps,Fernand,,09-Sep-15,11:00:00
24068,Saint-Laurent,Saint-Laurent,Liberal Party of Canada,Parti lib_ral du Canada,Dion,St_phane,,26-Aug-15,4:00:00
24068,Saint-Laurent,Saint-Laurent,Bloc Quebecois,Bloc Qu_b_cois,Dumas-Dubreuil,Pascal-Olivier,,27-Aug-15,3:00:00
24068,Saint-Laurent,Saint-Laurent,Green Party of Canada,Le Parti Vert du Canada,Tromp,John,,25-Aug-15,4:00:00
24068,Saint-Laurent,Saint-Laurent,Conservative Party of Canada,Parti conservateur du Canada,Yu,Jimmy,,11-Sep-15,6:00:00
24069,Saint-L_onard--Saint-Michel,Saint-L_onard--Saint-Michel,Liberal Party of Canada,Parti lib_ral du Canada,Di Iorio,Nicola,,18-Sep-15,3:15:00
24069,Saint-L_onard--Saint-Michel,Saint-L_onard--Saint-Michel,New Democratic Party,Nouveau Parti d_mocratique,Filato,Rosannie,,18-Aug-15,11:45:00
24069,Saint-L_onard--Saint-Michel,Saint-L_onard--Saint-Michel,Conservative Party of Canada,Parti conservateur du Canada,Fournier,Jean Philippe,,09-Sep-15,12:20:00
24069,Saint-L_onard--Saint-Michel,Saint-L_onard--Saint-Michel,Bloc Quebecois,Bloc Qu_b_cois,Gendron,Steeve,,11-Sep-15,8:00:00
24069,Saint-L_onard--Saint-Michel,Saint-L_onard--Saint-Michel,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Malek,Arezki,,12-Sep-15,5:30:00
24069,Saint-L_onard--Saint-Michel,Saint-L_onard--Saint-Michel,Green Party of Canada,Le Parti Vert du Canada,Miscione,Melissa,,16-Sep-15,10:35:00
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,B_dard,Jean-Paul,,04-Sep-15,10:21:00
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Bloc Quebecois,Bloc Qu_b_cois,Carignan Deschamps,Sacki,,17-Aug-15,2:12:00
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Liberal Party of Canada,Parti lib_ral du Canada,Champagne,Fran_ois-Philippe,,12-Aug-15,12:24:00
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Conservative Party of Canada,Parti conservateur du Canada,Grenier,Jacques,,15-Aug-15,10:30:00
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Green Party of Canada,Le Parti Vert du Canada,Toupin,Martial,,23-Sep-15,10:20:00
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,New Democratic Party,Nouveau Parti d_mocratique,Tremblay,Jean-Yves,,04-Sep-15,10:21:00
24071,Salaberry--Suro_t,Salaberry--Suro_t,Bloc Quebecois,Bloc Qu_b_cois,DeBellefeuille,Claude,,19-Aug-15,1:27:00
24071,Salaberry--Suro_t,Salaberry--Suro_t,Conservative Party of Canada,Parti conservateur du Canada,De Martin,Albert,,18-Aug-15,10:40:00
24071,Salaberry--Suro_t,Salaberry--Suro_t,Strength in Democracy,Forces et D_mocratie,Domingos,Patricia,,11-Sep-15,1:47:00
24071,Salaberry--Suro_t,Salaberry--Suro_t,Independent,Ind_pendant,Larocque,Sylvain,,26-Sep-15,1:00:00
24071,Salaberry--Suro_t,Salaberry--Suro_t,New Democratic Party,Nouveau Parti d_mocratique,Quach,Anne Minh-Thu,,20-Aug-15,4:40:00
24071,Salaberry--Suro_t,Salaberry--Suro_t,Liberal Party of Canada,Parti lib_ral du Canada,Sauv_,Robert,,03-Sep-15,10:00:00
24071,Salaberry--Suro_t,Salaberry--Suro_t,Green Party of Canada,Le Parti Vert du Canada,Socrates,Nicola-Silverado,,28-Sep-15,11:15:00
24072,Shefford,Shefford,Bloc Quebecois,Bloc Qu_b_cois,Beaudoin,Jocelyn,,12-Aug-15,1:00:00
24072,Shefford,Shefford,Liberal Party of Canada,Parti lib_ral du Canada,Breton,Pierre,,22-Aug-15,9:03:00
24072,Shefford,Shefford,Conservative Party of Canada,Parti conservateur du Canada,Fontaine,Sylvie,,04-Sep-15,11:00:00
24072,Shefford,Shefford,New Democratic Party,Nouveau Parti d_mocratique,Mailhot,Claire,,30-Aug-15,11:00:00
24072,Shefford,Shefford,Green Party of Canada,Le Parti Vert du Canada,McMillan,Simon,,27-Sep-15,12:35:00
24073,Sherbrooke,Sherbrooke,Liberal Party of Canada,Parti lib_ral du Canada,Allen,Thomas ''Tom'',,01-Sep-15,4:15:00
24073,Sherbrooke,Sherbrooke,Bloc Quebecois,Bloc Qu_b_cois,Bouchard,Caroline,,26-Aug-15,11:00:00
24073,Sherbrooke,Sherbrooke,Conservative Party of Canada,Parti conservateur du Canada,Dauphin,Marc,,18-Aug-15,2:40:00
24073,Sherbrooke,Sherbrooke,New Democratic Party,Nouveau Parti d_mocratique,Dusseault,Pierre-Luc,,25-Aug-15,3:15:00
24073,Sherbrooke,Sherbrooke,Independent,Ind_pendant,Huberdeau,Benoit,,23-Sep-15,11:28:00
24073,Sherbrooke,Sherbrooke,Green Party of Canada,Le Parti Vert du Canada,Malouin,Sophie,,28-Sep-15,3:35:00
24073,Sherbrooke,Sherbrooke,Rhinoceros Party,Parti Rhinoc_ros,Richard,Hubert,,26-Sep-15,2:15:00
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Conservative Party of Canada,Parti conservateur du Canada,Boudreau,Marc,,02-Sep-15,3:30:00
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Bloc Quebecois,Bloc Qu_b_cois,Fran_ois,Vincent,,03-Sep-15,1:40:00
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Green Party of Canada,Le Parti Vert du Canada,Kaszel,Jennifer,,21-Sep-15,4:45:00
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,New Democratic Party,Nouveau Parti d_mocratique,Nicholls,Jamie,,24-Aug-15,10:00:00
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Liberal Party of Canada,Parti lib_ral du Canada,Schiefke,Peter,,30-Aug-15,1:30:00
24075,Terrebonne,Terrebonne,Liberal Party of Canada,Parti lib_ral du Canada,Audette,Mich_le,,22-Sep-15,12:15:00
24075,Terrebonne,Terrebonne,New Democratic Party,Nouveau Parti d_mocratique,Borg,Charmaine,,18-Aug-15,1:22:00
24075,Terrebonne,Terrebonne,Bloc Quebecois,Bloc Qu_b_cois,Boudrias,Michel,,25-Aug-15,1:23:00
24075,Terrebonne,Terrebonne,Green Party of Canada,Le Parti Vert du Canada,Moen,Susan,,23-Sep-15,7:15:00
24075,Terrebonne,Terrebonne,Strength in Democracy,Forces et D_mocratie,S_nat,Louis Cl_ment,,16-Sep-15,3:00:00
24075,Terrebonne,Terrebonne,Conservative Party of Canada,Parti conservateur du Canada,Surprenant,Michel,,24-Aug-15,3:20:00
24076,Trois-Rivi_res,Trois-Rivi_res,New Democratic Party,Nouveau Parti d_mocratique,Aubin,Robert,,18-Aug-15,3:45:00
24076,Trois-Rivi_res,Trois-Rivi_res,Liberal Party of Canada,Parti lib_ral du Canada,Boivin,Yvon,,19-Aug-15,10:10:00
24076,Trois-Rivi_res,Trois-Rivi_res,Libertarian Party of Canada,Parti Libertarien du Canada,Rousseau,Maxime,,25-Sep-15,1:50:00
24076,Trois-Rivi_res,Trois-Rivi_res,Conservative Party of Canada,Parti conservateur du Canada,Therrien,Dominic,,19-Aug-15,4:20:00
24076,Trois-Rivi_res,Trois-Rivi_res,Green Party of Canada,Le Parti Vert du Canada,Trottier,êric,,22-Sep-15,11:00:00
24076,Trois-Rivi_res,Trois-Rivi_res,Bloc Quebecois,Bloc Qu_b_cois,Valois,Andr_,,28-Aug-15,11:55:00
24077,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Green Party of Canada,Le Parti Vert du Canada,Green,Daniel,,13-Aug-15,2:15:00
24077,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Liberal Party of Canada,Parti lib_ral du Canada,Miller,Marc,,21-Aug-15,10:27:00
24077,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Conservative Party of Canada,Parti conservateur du Canada,Shanahan,Steve,,11-Sep-15,1:53:00
24077,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Communist Party of Canada,Parti communiste du Canada,Sloan,William,,14-Sep-15,2:07:00
24077,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Bloc Quebecois,Bloc Qu_b_cois,St-Onge,Chantal,,05-Sep-15,1:02:00
24077,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,New Democratic Party,Nouveau Parti d_mocratique,Turner,Allison,,19-Aug-15,4:04:00
24077,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Ville-Marie--Le Sud-Ouest--ûle-des-Soeurs,Rhinoceros Party,Parti Rhinoc_ros,Wolfe,Daniel,,15-Sep-15,8:18:00
24078,Vimy,Vimy,New Democratic Party,Nouveau Parti d_mocratique,Duhamel,France,,25-Aug-15,3:30:00
24078,Vimy,Vimy,Christian Heritage Party of Canada,Parti de l'H_ritage Chr_tien du Canada,Jenkins,Brian,,28-Sep-15,1:15:00
24078,Vimy,Vimy,Bloc Quebecois,Bloc Qu_b_cois,Kaddouri,Barek,,19-Aug-15,11:15:00
24078,Vimy,Vimy,Conservative Party of Canada,Parti conservateur du Canada,Mavros,Anthony,,02-Sep-15,1:30:00
24078,Vimy,Vimy,Liberal Party of Canada,Parti lib_ral du Canada,Nassif,Eva,,09-Sep-15,2:00:00
24078,Vimy,Vimy,Green Party of Canada,Le Parti Vert du Canada,Núœez Melo,Jos_,,28-Aug-15,10:30:00
35001,Ajax,Ajax,Conservative Party of Canada,Parti conservateur du Canada,Alexander,Chris,,19-Aug-15,11:09:00
35001,Ajax,Ajax,New Democratic Party,Nouveau Parti d_mocratique,Brown,Stephanie,,02-Sep-15,8:50:00
35001,Ajax,Ajax,Green Party of Canada,Le Parti Vert du Canada,Hill,Jeff,,11-Sep-15,2:21:00
35001,Ajax,Ajax,Liberal Party of Canada,Parti lib_ral du Canada,Holland,Mark,,15-Sep-15,1:55:00
35001,Ajax,Ajax,United Party of Canada,Parti Uni du Canada,Kesic,Bob,,19-Sep-15,10:20:00
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,New Democratic Party,Nouveau Parti d_mocratique,Hughes,Carol,,20-Aug-15,4:00:00
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Green Party of Canada,Le Parti Vert du Canada,Orok,Calvin John,,28-Sep-15,11:45:00
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Conservative Party of Canada,Parti conservateur du Canada,Robichaud,Andr_,,20-Aug-15,12:00:00
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Liberal Party of Canada,Parti lib_ral du Canada,Wilson,Heather,,26-Aug-15,11:15:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Liberal Party of Canada,Parti lib_ral du Canada,Alleslev,Leona,,02-Sep-15,12:16:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Bowles,Kyle,,20-Aug-15,4:37:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Conservative Party of Canada,Parti conservateur du Canada,Menegakis,Costas,,25-Aug-15,1:03:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,New Democratic Party,Nouveau Parti d_mocratique,Power,Brenda,,26-Aug-15,3:05:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Green Party of Canada,Le Parti Vert du Canada,Ramdeen,Randi,,24-Sep-15,10:14:00
35004,Barrie--Innisfil,Barrie--Innisfil,Conservative Party of Canada,Parti conservateur du Canada,Brassard,John,,04-Sep-15,2:45:00
35004,Barrie--Innisfil,Barrie--Innisfil,New Democratic Party,Nouveau Parti d_mocratique,Clark,Myrna,,20-Aug-15,4:45:00
35004,Barrie--Innisfil,Barrie--Innisfil,Christian Heritage Party of Canada,Parti de l'H_ritage Chr_tien du Canada,Nail,Gary,,27-Sep-15,10:31:00
35004,Barrie--Innisfil,Barrie--Innisfil,Green Party of Canada,Le Parti Vert du Canada,North,Bonnie,,27-Aug-15,5:35:00
35004,Barrie--Innisfil,Barrie--Innisfil,Canadian Action Party,Parti action canadienne,Sakula,Jeff,,24-Aug-15,1:36:00
35004,Barrie--Innisfil,Barrie--Innisfil,Liberal Party of Canada,Parti lib_ral du Canada,Wilson,Colin,,21-Aug-15,1:30:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Independent,Ind_pendant,Faerber,Ram,,14-Aug-15,12:20:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Green Party of Canada,Le Parti Vert du Canada,Lancaster,Marty,,12-Aug-15,8:56:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Conservative Party of Canada,Parti conservateur du Canada,Nuttall,Alex,,11-Sep-15,8:45:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Libertarian Party of Canada,Parti Libertarien du Canada,Roskam,Darren,,29-Sep-15,1:43:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Liberal Party of Canada,Parti lib_ral du Canada,Tamblyn,Brian,,04-Sep-15,4:20:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,New Democratic Party,Nouveau Parti d_mocratique,White,Ellen,,20-Aug-15,3:25:00
35006,Bay of Quinte,Baie de Quinte,New Democratic Party,Nouveau Parti d_mocratique,Cassidy,Terry,,17-Aug-15,11:00:00
35006,Bay of Quinte,Baie de Quinte,Liberal Party of Canada,Parti lib_ral du Canada,Ellis,Neil,,14-Aug-15,1:45:00
35006,Bay of Quinte,Baie de Quinte,Conservative Party of Canada,Parti conservateur du Canada,Jenkins,Jodie,,11-Aug-15,11:00:00
35006,Bay of Quinte,Baie de Quinte,Green Party of Canada,Le Parti Vert du Canada,Nelems,Rachel,,26-Sep-15,12:30:00
35006,Bay of Quinte,Baie de Quinte,Independent,Ind_pendant,Tuck,Trueman,,28-Aug-15,4:10:00
35007,Beaches--East York,Beaches--East York,Conservative Party of Canada,Parti conservateur du Canada,Burrows,Bill,,17-Aug-15,10:35:00
35007,Beaches--East York,Beaches--East York,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Carter,Roger,,27-Aug-15,2:03:00
35007,Beaches--East York,Beaches--East York,Liberal Party of Canada,Parti lib_ral du Canada,Erskine-Smith,Nathaniel,,20-Aug-15,1:37:00
35007,Beaches--East York,Beaches--East York,New Democratic Party,Nouveau Parti d_mocratique,Kellway,Matthew,,17-Aug-15,10:35:00
35007,Beaches--East York,Beaches--East York,Green Party of Canada,Le Parti Vert du Canada,Sach,Randall,,25-Aug-15,2:26:00
35007,Beaches--East York,Beaches--East York,Independent,Ind_pendant,Sears,James,,05-Sep-15,1:25:00
35007,Beaches--East York,Beaches--East York,Independent,Ind_pendant,Surjanac,Peter,,15-Sep-15,6:39:00
35008,Brampton Centre,Brampton-Centre,Green Party of Canada,Le Parti Vert du Canada,Bottcher,Saul Marquard T.,,23-Sep-15,2:18:00
35008,Brampton Centre,Brampton-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Chilelli,Frank,,28-Aug-15,7:46:00
35008,Brampton Centre,Brampton-Centre,Conservative Party of Canada,Parti conservateur du Canada,Gosal,Bal,,20-Aug-15,7:05:00
35008,Brampton Centre,Brampton-Centre,New Democratic Party,Nouveau Parti d_mocratique,Keenan,Rosemary,,02-Sep-15,4:25:00
35008,Brampton Centre,Brampton-Centre,Liberal Party of Canada,Parti lib_ral du Canada,Sangha,Ramesh,,19-Aug-15,4:02:00
35009,Brampton East,Brampton-Est,Conservative Party of Canada,Parti conservateur du Canada,Bajaj,Naval,,21-Aug-15,9:50:00
35009,Brampton East,Brampton-Est,Liberal Party of Canada,Parti lib_ral du Canada,Grewal,Raj,,18-Aug-15,6:23:00
35009,Brampton East,Brampton-Est,New Democratic Party,Nouveau Parti d_mocratique,Kahlon,Harbaljit Singh,,19-Aug-15,2:00:00
35009,Brampton East,Brampton-Est,Green Party of Canada,Le Parti Vert du Canada,Lacroix,Kyle,,22-Sep-15,12:51:00
35010,Brampton North,Brampton-Nord,Conservative Party of Canada,Parti conservateur du Canada,Gill,Parm,,11-Aug-15,4:00:00
35010,Brampton North,Brampton-Nord,Communist Party of Canada,Parti communiste du Canada,Hundal,Harinderpal,,08-Sep-15,5:25:00
35010,Brampton North,Brampton-Nord,Liberal Party of Canada,Parti lib_ral du Canada,Sahota,Ruby,,28-Aug-15,2:30:00
35010,Brampton North,Brampton-Nord,New Democratic Party,Nouveau Parti d_mocratique,Singh,Martin,,12-Aug-15,9:25:00
35010,Brampton North,Brampton-Nord,Green Party of Canada,Le Parti Vert du Canada,Thornham,Pauline,,28-Aug-15,1:55:00
35011,Brampton South,Brampton-Sud,Green Party of Canada,Le Parti Vert du Canada,Hatton,Shaun,,26-Sep-15,10:15:00
35011,Brampton South,Brampton-Sud,New Democratic Party,Nouveau Parti d_mocratique,Sangha,Amarjit,,04-Sep-15,3:40:00
35011,Brampton South,Brampton-Sud,Conservative Party of Canada,Parti conservateur du Canada,Seeback,Kyle,,12-Aug-15,6:14:00
35011,Brampton South,Brampton-Sud,Liberal Party of Canada,Parti lib_ral du Canada,Sidhu,Sonia,,27-Aug-15,7:20:00
35012,Brampton West,Brampton-Ouest,Green Party of Canada,Le Parti Vert du Canada,Gobinath,Karthika,,31-Aug-15,4:05:00
35012,Brampton West,Brampton-Ouest,Liberal Party of Canada,Parti lib_ral du Canada,Khera,Kamal,,01-Sep-15,12:41:00
35012,Brampton West,Brampton-Ouest,New Democratic Party,Nouveau Parti d_mocratique,Patterson,Adaoma,,25-Aug-15,4:35:00
35012,Brampton West,Brampton-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Thind,Ninder,,15-Aug-15,10:00:00
35013,Brantford--Brant,Brantford--Brant,Green Party of Canada,Le Parti Vert du Canada,Brandt,Kevin,,28-Aug-15,12:27:00
35013,Brantford--Brant,Brantford--Brant,Libertarian Party of Canada,Parti Libertarien du Canada,Ferguson,Rob,,02-Sep-15,2:07:00
35013,Brantford--Brant,Brantford--Brant,New Democratic Party,Nouveau Parti d_mocratique,Laferriere,Marc,,09-Sep-15,5:45:00
35013,Brantford--Brant,Brantford--Brant,Conservative Party of Canada,Parti conservateur du Canada,McColeman,Phil,,02-Sep-15,2:38:00
35013,Brantford--Brant,Brantford--Brant,Liberal Party of Canada,Parti lib_ral du Canada,Takacs,Danielle,,10-Sep-15,7:41:00
35013,Brantford--Brant,Brantford--Brant,Independent,Ind_pendant,Turmel,The Engineer,,28-Sep-15,8:09:00
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Green Party of Canada,Le Parti Vert du Canada,Albinati,Chris,,23-Sep-15,3:15:00
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Liberal Party of Canada,Parti lib_ral du Canada,Love,Kimberley,,15-Sep-15,5:15:00
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,New Democratic Party,Nouveau Parti d_mocratique,McLaren,David,,25-Aug-15,11:20:00
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Conservative Party of Canada,Parti conservateur du Canada,Miller,Larry,,13-Aug-15,12:10:00
35015,Burlington,Burlington,Green Party of Canada,Le Parti Vert du Canada,Fiorito,Vince,,18-Sep-15,4:10:00
35015,Burlington,Burlington,Liberal Party of Canada,Parti lib_ral du Canada,Gould,Karina,,18-Aug-15,12:05:00
35015,Burlington,Burlington,New Democratic Party,Nouveau Parti d_mocratique,Laird,David,,27-Aug-15,10:09:00
35015,Burlington,Burlington,Conservative Party of Canada,Parti conservateur du Canada,Wallace,Mike,,14-Aug-15,2:25:00
35016,Cambridge,Cambridge,Green Party of Canada,Le Parti Vert du Canada,Braniff,Michele,,11-Sep-15,5:50:00
35016,Cambridge,Cambridge,Marxist-Leninist Party of Canada,Parti Marxiste-L_niniste du Canada,Couto,Manuel,,29-Aug-15,9:00:00
35016,Cambridge,Cambridge,Conservative Party of Canada,Parti conservateur du Canada,Goodyear,Gary,,28-Aug-15,3:40:00
35016,Cambridge,Cambridge,Liberal Party of Canada,Parti lib_ral du Canada,May,Bryan,,20-Aug-15,4:30:00
35016,Cambridge,Cambridge,Independent,Ind_pendant,Sperduti,Lee,,15-Sep-15,7:15:00
35016,Cambridge,Cambridge,New Democratic Party,Nouveau Parti d_mocratique,Stewart,Bobbi,,28-Aug-15,10:00:00
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Liberal Party of Canada,Parti lib_ral du Canada,Omstead,Katie,,26-Aug-15,11:30:00
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Conservative Party of Canada,Parti conservateur du Canada,Van Kesteren,Dave,,24-Aug-15,11:25:00
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Green Party of Canada,Le Parti Vert du Canada,Vercouteren,Mark,,28-Aug-15,10:35:00
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,New Democratic Party,Nouveau Parti d_mocratique,Walsh,Tony,,21-Aug-15,3:00:00
35018,Davenport,Davenport,New Democratic Party,Nouveau Parti d_mocratique,Cash,Andrew,,20-Aug-15,11:59:00
35018,Davenport,Davenport,Liberal Party of Canada,Parti lib_ral du Canada,Dzerowicz,Julie,,21-Aug-15,1:38:00
35018,Davenport,Davenport,Communist Party of Canada,Parti communiste du Canada,Figueroa,Miguel,,23-Sep-15,9:57:00
35018,Davenport,Davenport,Independent,Ind_pendant,Kalevar,Chai,,24-Sep-15,5:53:00
35018,Davenport,Davenport,Conservative Party of Canada,Parti conservateur du Canada,Oliveira,Carlos,,14-Sep-15,5:51:00
35018,Davenport,Davenport,Green Party of Canada,Le Parti Vert du Canada,Stein,Dan,,25-Aug-15,2:19:00
35019,Don Valley East,Don Valley-Est,New Democratic Party,Nouveau Parti d_mocratique,Ahmed,Khalid,,19-Aug-15,4:30:00
35019,Don Valley East,Don Valley-Est,Conservative Party of Canada,Parti conservateur du Canada,Harquail,Maureen,,21-Aug-15,11:22:00
35019,Don Valley East,Don Valley-Est,Liberal Party of Canada,Parti lib_ral du Canada,Ratansi,Yasmin,,19-Aug-15,11:30:00
35019,Don Valley East,Don Valley-Est,Green Party of Canada,Le Parti Vert du Canada,Sanderson,Laura Elizabeth,,23-Sep-15,5:38:00
35020,Don Valley North,Don Valley-Nord,Green Party of Canada,Le Parti Vert du Canada,Brown,Caroline,,26-Sep-15,2:43:00
35020,Don Valley North,Don Valley-Nord,Conservative Party of Canada,Parti conservateur du Canada,Daniel,Joe,,02-Sep-15,3:51:00
35020,Don Valley North,Don Valley-Nord,New Democratic Party,Nouveau Parti d_mocratique,Sadikali,Akil,,21-Aug-15,4:10:00
35020,Don Valley North,Don Valley-Nord,Liberal Party of Canada,Parti lib_ral du Canada,Tan,Geng,,31-Aug-15,4:52:00
35021,Don Valley West,Don Valley-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Carmichael,John,,19-Aug-15,6:45:00
35021,Don Valley West,Don Valley-Ouest,Independent,Ind_pendant,Cromwell,Sharon,,28-Sep-15,12:25:00
35021,Don Valley West,Don Valley-Ouest,Communist Party of Canada,Parti communiste du Canada,Hill,Elizabeth,,08-Sep-15,12:51:00
35021,Don Valley West,Don Valley-Ouest,Green Party of Canada,Le Parti Vert du Canada,Hunt,Natalie,,26-Sep-15,2:14:00
35021,Don Valley West,Don Valley-Ouest,Libertarian Party of Canada,Parti Libertarien du Canada,Kittredge,John,,08-Sep-15,7:17:00
35021,Don Valley West,Don Valley-Ouest,Liberal Party of Canada,Parti lib_ral du Canada,Oliphant,Rob,,20-Aug-15,2:50:00
35021,Don Valley West,Don Valley-Ouest,New Democratic Party,Nouveau Parti d_mocratique,Riaz,Syeda,,21-Aug-15,1:25:00
